origin,destination,cost,lat_o,lon_o,lat_d,lon_d
12,17,0.9818200575911272,82.81704653713092,25.19348074871922,82.80826584953608,82.80826584953608
13,18,0.47959597678443355,82.75050006549793,25.24261414294482,82.75472317742795,82.75472317742795
13,23,0.6142974179689205,82.75050006549793,25.24261414294482,82.7450578905576,82.7450578905576
14,23,0.7645200011683789,82.73825258543773,25.254843360962667,82.7450578905576,82.7450578905576
14,66,0.421493354927577,82.73825258543773,25.254843360962667,82.73457300600174,82.73457300600174
14,70,0.43203185453383014,82.73825258543773,25.254843360962667,82.74207214948981,82.74207214948981
15,10,1.7457976865141418,82.78322498427546,25.23791548274387,82.79866541336021,82.79866541336021
15,21,0.2845453821419438,82.78322498427546,25.23791548274387,82.78178950464569,82.78178950464569
16,8,0.666217604996257,82.81735239508215,25.18846147736092,82.8232747102646,82.8232747102646
16,12,0.0779735197991532,82.81735239508215,25.18846147736092,82.81704653713092,82.81704653713092
16,461,1.6947921846024674,82.81735239508215,25.18846147736092,82.83252647036639,82.83252647036639
17,11,0.8819908773389428,82.80826584953608,25.18997159108571,82.80045391612548,82.80045391612548
17,12,0.9818200575911272,82.80826584953608,25.18997159108571,82.81704653713092,82.81704653713092
17,22,0.6604914209310024,82.80826584953608,25.18997159108571,82.80251084238058,82.80251084238058
18,3,0.27244804473510836,82.75472317742795,25.248795969655486,82.75246544060484,82.75246544060484
18,5,0.37185671329225317,82.75472317742795,25.248795969655486,82.75798070450614,82.75798070450614
18,13,0.47959597678443355,82.75472317742795,25.248795969655486,82.75050006549793,82.75050006549793
18,23,1.079382846175169,82.75472317742795,25.248795969655486,82.7450578905576,82.7450578905576
19,7,0.754172559862839,82.81517681814744,25.235612398704674,82.82184791782916,82.82184791782916
19,20,0.26545091309559293,82.81517681814744,25.235612398704674,82.81536588079129,82.81536588079129
19,437,1.45952445386255,82.81517681814744,25.235612398704674,82.8282260480901,82.8282260480901
20,4,1.1557906893599357,82.81536588079129,25.216669334437086,82.82568040089929,82.82568040089929
20,9,1.001754726373659,82.81536588079129,25.216669334437086,82.82426368521344,82.82426368521344
20,19,0.26545091309559293,82.81536588079129,25.216669334437086,82.81517681814744,82.81517681814744
20,388,1.9080037141876225,82.81536588079129,25.216669334437086,82.83244849693745,82.83244849693745
20,445,1.959177380370996,82.81536588079129,25.216669334437086,82.83290446757488,82.83290446757488
21,10,1.885023115004262,82.78178950464569,25.254669243953437,82.79866541336021,82.79866541336021
21,15,0.2845453821419438,82.78178950464569,25.254669243953437,82.78322498427546,82.78322498427546
21,132,0.3569613172817312,82.78178950464569,25.254669243953437,82.78487436025245,82.78487436025245
21,207,0.6323916288620097,82.78178950464569,25.254669243953437,82.77615505720253,82.77615505720253
22,11,0.3637770302419838,82.80251084238058,25.17908512226464,82.80045391612548,82.80045391612548
22,17,0.6604914209310024,82.80251084238058,25.17908512226464,82.80826584953608,82.80826584953608
23,3,0.8333974089647163,82.7450578905576,25.24895350680011,82.75246544060484,82.75246544060484
23,13,0.6142974179689205,82.7450578905576,25.24895350680011,82.75050006549793,82.75050006549793
23,14,0.7645200011683789,82.7450578905576,25.24895350680011,82.73825258543773,82.73825258543773
23,18,1.079382846175169,82.7450578905576,25.24895350680011,82.75472317742795,82.75472317742795
23,70,0.36629829253773283,82.7450578905576,25.24895350680011,82.74207214948981,82.74207214948981
23,95,0.29229325389368754,82.7450578905576,25.24895350680011,82.74718983447457,82.74718983447457
24,26,0.2923784005019164,82.70017342982028,25.276979464974605,82.6987135865298,82.6987135865298
24,43,1.9457188500354252,82.70017342982028,25.276979464974605,82.68278564087133,82.68278564087133
24,47,0.9065792608155823,82.70017342982028,25.276979464974605,82.70814188080425,82.70814188080425
24,125,1.7539887943854229,82.70017342982028,25.276979464974605,82.715855734145,82.715855734145
24,167,2.26590379021757,82.70017342982028,25.276979464974605,82.72045369549551,82.72045369549551
25,28,0.48004771594348394,82.71111029354749,25.344292545008454,82.70681323480746,82.70681323480746
25,31,0.522857668862402,82.71111029354749,25.344292545008454,82.7065497452298,82.7065497452298
25,34,0.9278155400158546,82.71111029354749,25.344292545008454,82.70280766939003,82.70280766939003
25,37,0.17999702046666366,82.71111029354749,25.344292545008454,82.7118987289729,82.7118987289729
25,39,0.6666006693049303,82.71111029354749,25.344292545008454,82.7051803934112,82.7051803934112
25,61,1.0101923545578468,82.71111029354749,25.344292545008454,82.7201420364301,82.7201420364301
25,162,0.9810631806971627,82.71111029354749,25.344292545008454,82.71985096859149,82.71985096859149
26,24,0.2923784005019164,82.6987135865298,25.29408034581132,82.70017342982028,82.70017342982028
26,40,1.6599591820828612,82.6987135865298,25.29408034581132,82.71357654697727,82.71357654697727
26,46,0.24772211275996597,82.6987135865298,25.29408034581132,82.70029881356855,82.70029881356855
26,125,1.9199195793867452,82.6987135865298,25.29408034581132,82.715855734145,82.715855734145
27,35,0.560255754910553,82.71363205254279,25.36427599948118,82.7086155670102,82.7086155670102
27,48,0.07359723749753362,82.71363205254279,25.36427599948118,82.714009946667,82.714009946667
27,164,0.7854790319567807,82.71363205254279,25.36427599948118,82.72065854223003,82.72065854223003
27,214,0.09733323641074318,82.71363205254279,25.36427599948118,82.71414499087271,82.71414499087271
28,25,0.48004771594348394,82.70681323480746,25.343390609665388,82.71111029354749,82.71111029354749
28,30,0.48528773989010754,82.70681323480746,25.343390609665388,82.70247014114928,82.70247014114928
28,34,0.449738654653755,82.70681323480746,25.343390609665388,82.70280766939003,82.70280766939003
28,39,0.1930806001298279,82.70681323480746,25.343390609665388,82.7051803934112,82.7051803934112
29,31,0.8162093070122685,82.6992650232824,25.347976458626533,82.7065497452298,82.7065497452298
29,34,0.3960605483023393,82.6992650232824,25.347976458626533,82.70280766939003,82.70280766939003
29,38,0.6785071861049317,82.6992650232824,25.347976458626533,82.69323579954158,82.69323579954158
29,42,0.9764424017145127,82.6992650232824,25.347976458626533,82.69053500635827,82.69053500635827
30,28,0.48528773989010754,82.70247014114928,25.342250648118398,82.70681323480746,82.70681323480746
30,34,0.07317623041952305,82.70247014114928,25.342250648118398,82.70280766939003,82.70280766939003
30,38,1.0312548622229663,82.70247014114928,25.342250648118398,82.69323579954158,82.69323579954158
30,39,0.3063468391717554,82.70247014114928,25.342250648118398,82.7051803934112,82.7051803934112
31,25,0.522857668862402,82.7065497452298,25.352637275715438,82.71111029354749,82.71111029354749
31,29,0.8162093070122685,82.7065497452298,25.352637275715438,82.6992650232824,82.6992650232824
31,32,0.3350188702137732,82.7065497452298,25.352637275715438,82.7094875232791,82.7094875232791
31,34,0.4263774839808381,82.7065497452298,25.352637275715438,82.70280766939003,82.70280766939003
31,41,0.8477006123692188,82.7065497452298,25.352637275715438,82.69901489822774,82.69901489822774
31,42,1.7884973170600549,82.7065497452298,25.352637275715438,82.69053500635827,82.69053500635827
31,61,1.5191952287365356,82.7065497452298,25.352637275715438,82.7201420364301,82.7201420364301
31,186,2.049641289534146,82.7065497452298,25.352637275715438,82.7248938122635,82.7248938122635
32,31,0.3350188702137732,82.7094875232791,25.357422673869085,82.7065497452298,82.7065497452298
32,35,0.14208138893972874,82.7094875232791,25.357422673869085,82.7086155670102,82.7086155670102
32,41,1.170055507727159,82.7094875232791,25.357422673869085,82.69901489822774,82.69901489822774
32,48,0.506383581473573,82.7094875232791,25.357422673869085,82.714009946667,82.714009946667
32,186,1.7205114887906845,82.7094875232791,25.357422673869085,82.7248938122635,82.7248938122635
33,36,0.7728910624199516,82.7059643745512,25.315878206258013,82.71279520473335,82.71279520473335
33,45,0.21768772934736028,82.7059643745512,25.315878206258013,82.70757891909312,82.70757891909312
33,46,0.6471614459250017,82.7059643745512,25.315878206258013,82.70029881356855,82.70029881356855
33,131,1.393687439087013,82.7059643745512,25.315878206258013,82.71843954915882,82.71843954915882
34,25,0.9278155400158546,82.70280766939003,25.346671841316336,82.71111029354749,82.71111029354749
34,28,0.449738654653755,82.70280766939003,25.346671841316336,82.70681323480746,82.70681323480746
34,29,0.3960605483023393,82.70280766939003,25.346671841316336,82.6992650232824,82.6992650232824
34,30,0.07317623041952305,82.70280766939003,25.346671841316336,82.70247014114928,82.70247014114928
34,31,0.4263774839808381,82.70280766939003,25.346671841316336,82.7065497452298,82.7065497452298
34,38,1.0709331723506519,82.70280766939003,25.346671841316336,82.69323579954158,82.69323579954158
35,27,0.560255754910553,82.7086155670102,25.36472224854982,82.71363205254279,82.71363205254279
35,32,0.14208138893972874,82.7086155670102,25.36472224854982,82.7094875232791,82.7094875232791
35,214,0.6217322249961599,82.7086155670102,25.36472224854982,82.71414499087271,82.71414499087271
35,216,0.11556906496958366,82.7086155670102,25.36472224854982,82.70797865753315,82.70797865753315
36,33,0.7728910624199516,82.71279520473335,25.30711178672606,82.7059643745512,82.7059643745512
36,40,0.1858876951636566,82.71279520473335,25.30711178672606,82.71357654697727,82.71357654697727
36,117,0.9979133171170469,82.71279520473335,25.30711178672606,82.72173082224835,82.72173082224835
36,131,0.6507984855584815,82.71279520473335,25.30711178672606,82.71843954915882,82.71843954915882
36,203,0.9170381451543328,82.71279520473335,25.30711178672606,82.72096680705829,82.72096680705829
37,25,0.17999702046666366,82.7118987289729,25.33321289421619,82.71111029354749,82.71111029354749
37,39,0.754615593444282,82.7118987289729,25.33321289421619,82.7051803934112,82.7051803934112
37,44,1.655100417524768,82.7118987289729,25.33321289421619,82.69707817202415,82.69707817202415
37,45,0.49803872627761026,82.7118987289729,25.33321289421619,82.70757891909312,82.70757891909312
37,103,0.3741797549463434,82.7118987289729,25.33321289421619,82.7150867706497,82.7150867706497
37,150,0.953484477034197,82.7118987289729,25.33321289421619,82.72042750690078,82.72042750690078
37,162,0.8900018672861504,82.7118987289729,25.33321289421619,82.71985096859149,82.71985096859149
38,29,0.6785071861049317,82.69323579954158,25.34207773263481,82.6992650232824,82.6992650232824
38,30,1.0312548622229663,82.69323579954158,25.34207773263481,82.70247014114928,82.70247014114928
38,34,1.0709331723506519,82.69323579954158,25.34207773263481,82.70280766939003,82.70280766939003
38,42,0.33174036886133224,82.69323579954158,25.34207773263481,82.69053500635827,82.69053500635827
38,44,0.44627165594808343,82.69323579954158,25.34207773263481,82.69707817202415,82.69707817202415
39,25,0.6666006693049303,82.7051803934112,25.338914261385387,82.71111029354749,82.71111029354749
39,28,0.1930806001298279,82.7051803934112,25.338914261385387,82.70681323480746,82.70681323480746
39,30,0.3063468391717554,82.7051803934112,25.338914261385387,82.70247014114928,82.70247014114928
39,37,0.754615593444282,82.7051803934112,25.338914261385387,82.7118987289729,82.7118987289729
39,44,0.9081446431032655,82.7051803934112,25.338914261385387,82.69707817202415,82.69707817202415
40,26,1.6599591820828612,82.71357654697727,25.29552528090782,82.6987135865298,82.6987135865298
40,36,0.1858876951636566,82.71357654697727,25.29552528090782,82.71279520473335,82.71279520473335
40,83,0.5644707187099955,82.71357654697727,25.29552528090782,82.71862261121237,82.71862261121237
40,203,0.8285921600103271,82.71357654697727,25.29552528090782,82.72096680705829,82.72096680705829
41,31,0.8477006123692188,82.69901489822774,25.35987479546494,82.7065497452298,82.7065497452298
41,32,1.170055507727159,82.69901489822774,25.35987479546494,82.7094875232791,82.7094875232791
41,42,0.9539150918847492,82.69901489822774,25.35987479546494,82.69053500635827,82.69053500635827
42,29,0.9764424017145127,82.69053500635827,25.351800571627404,82.6992650232824,82.6992650232824
42,31,1.7884973170600549,82.69053500635827,25.351800571627404,82.7065497452298,82.7065497452298
42,38,0.33174036886133224,82.69053500635827,25.351800571627404,82.69323579954158,82.69323579954158
42,41,0.9539150918847492,82.69053500635827,25.351800571627404,82.69901489822774,82.69901489822774
43,0,0.8290552023040911,82.68278564087133,25.26828522046131,82.67555935698661,82.67555935698661
43,24,1.9457188500354252,82.68278564087133,25.26828522046131,82.70017342982028,82.70017342982028
43,47,2.8321167916400345,82.68278564087133,25.26828522046131,82.70814188080425,82.70814188080425
44,37,1.655100417524768,82.69707817202415,25.333444203415862,82.7118987289729,82.7118987289729
44,38,0.44627165594808343,82.69707817202415,25.333444203415862,82.69323579954158,82.69323579954158
44,39,0.9081446431032655,82.69707817202415,25.333444203415862,82.7051803934112,82.7051803934112
44,45,1.1795532718493578,82.69707817202415,25.333444203415862,82.70757891909312,82.70757891909312
45,33,0.21768772934736028,82.70757891909312,25.324481017058154,82.7059643745512,82.7059643745512
45,37,0.49803872627761026,82.70757891909312,25.324481017058154,82.7118987289729,82.7118987289729
45,44,1.1795532718493578,82.70757891909312,25.324481017058154,82.69707817202415,82.69707817202415
45,103,0.8384891117681853,82.70757891909312,25.324481017058154,82.7150867706497,82.7150867706497
45,131,1.2157815816661695,82.70757891909312,25.324481017058154,82.71843954915882,82.71843954915882
46,26,0.24772211275996597,82.70029881356855,25.30628961515517,82.6987135865298,82.6987135865298
46,33,0.6471614459250017,82.70029881356855,25.30628961515517,82.7059643745512,82.7059643745512
47,24,0.9065792608155823,82.70814188080425,25.264768918352317,82.70017342982028,82.70017342982028
47,43,2.8321167916400345,82.70814188080425,25.264768918352317,82.68278564087133,82.68278564087133
47,167,1.378766028678858,82.70814188080425,25.264768918352317,82.72045369549551,82.72045369549551
47,206,1.6577661271014785,82.70814188080425,25.264768918352317,82.72296839276711,82.72296839276711
48,27,0.07359723749753362,82.714009946667,25.360019287023448,82.71363205254279,82.71363205254279
48,32,0.506383581473573,82.714009946667,25.360019287023448,82.7094875232791,82.7094875232791
48,164,0.7486019102312046,82.714009946667,25.360019287023448,82.72065854223003,82.72065854223003
48,186,1.2160854959623015,82.714009946667,25.360019287023448,82.7248938122635,82.7248938122635
49,73,1.182475269085283,82.7564347163231,25.28193886956399,82.76700949383908,82.76700949383908
49,108,0.6772005917884452,82.7564347163231,25.28193886956399,82.7504080032705,82.7504080032705
49,137,1.482402321941788,82.7564347163231,25.28193886956399,82.74316059050852,82.74316059050852
49,149,0.5408189166997629,82.7564347163231,25.28193886956399,82.75172994776727,82.75172994776727
49,161,2.0925667820929204,82.7564347163231,25.28193886956399,82.77514588659733,82.77514588659733
49,179,0.3541517732287274,82.7564347163231,25.28193886956399,82.75944736836787,82.75944736836787
49,202,0.43263906759549375,82.7564347163231,25.28193886956399,82.76016250067677,82.76016250067677
50,57,0.49842769259360786,82.79644693027731,25.337063030517957,82.79198473163517,82.79198473163517
50,65,0.5019104286406578,82.79644693027731,25.337063030517957,82.80092961540512,82.80092961540512
50,158,0.40653883554161907,82.79644693027731,25.337063030517957,82.80004326633323,82.80004326633323
50,172,0.28590803509223717,82.79644693027731,25.337063030517957,82.79394105530093,82.79394105530093
51,76,0.36481600129279,82.81385431762133,25.29485885002537,82.81679100908889,82.81679100908889
51,80,0.9390791514070254,82.81385431762133,25.29485885002537,82.82221763728388,82.82221763728388
51,89,0.9086241908999666,82.81385431762133,25.29485885002537,82.80584358314262,82.80584358314262
51,122,0.5034179090941301,82.81385431762133,25.29485885002537,82.80935561715751,82.80935561715751
51,142,1.0079371573244889,82.81385431762133,25.29485885002537,82.8048798054602,82.8048798054602
51,163,1.4619900562957262,82.81385431762133,25.29485885002537,82.80076393678246,82.80076393678246
51,195,1.0729356742038425,82.81385431762133,25.29485885002537,82.8234202952129,82.8234202952129
51,550,2.316141155723389,82.81385431762133,25.29485885002537,82.834534866576,82.834534866576
51,575,2.7497165897338953,82.81385431762133,25.29485885002537,82.83845527516418,82.83845527516418
52,112,0.7569452936592966,82.81685819815468,25.334687074612646,82.82363035448421,82.82363035448421
52,115,0.16746963901149053,82.81685819815468,25.334687074612646,82.81818191933492,82.81818191933492
52,118,1.00160264156141,82.81685819815468,25.334687074612646,82.8078912748877,82.8078912748877
52,120,0.8073803196363153,82.81685819815468,25.334687074612646,82.80970636413677,82.80970636413677
52,124,0.6759785486621487,82.81685819815468,25.334687074612646,82.82288175078838,82.82288175078838
52,159,0.13556866462646516,82.81685819815468,25.334687074612646,82.81603768332454,82.81603768332454
52,191,0.2830939617949053,82.81685819815468,25.334687074612646,82.81444716146173,82.81444716146173
52,192,0.6663041930420897,82.81685819815468,25.334687074612646,82.81090151348391,82.81090151348391
53,86,0.562671378030463,82.73327382752994,25.31282554106148,82.73827022690901,82.73827022690901
53,111,0.7042650806423643,82.73327382752994,25.31282554106148,82.72700554872782,82.72700554872782
53,135,0.5862593767374311,82.73327382752994,25.31282554106148,82.72819652665042,82.72819652665042
53,146,0.6459558635421669,82.73327382752994,25.31282554106148,82.72756464244617,82.72756464244617
53,148,0.2936768023913839,82.73327382752994,25.31282554106148,82.73430564756593,82.73430564756593
53,190,1.0244894792988233,82.73327382752994,25.31282554106148,82.74231417454742,82.74231417454742
54,81,0.3648525122387643,82.77114536645992,25.344030832325632,82.76802978672771,82.76802978672771
54,92,0.6117906782226575,82.77114536645992,25.344030832325632,82.77660353494011,82.77660353494011
54,145,0.3015697110729708,82.77114536645992,25.344030832325632,82.77384123740539,82.77384123740539
54,177,0.4556201948291984,82.77114536645992,25.344030832325632,82.76713577444896,82.76713577444896
55,95,0.6191010058231353,82.75271142500152,25.264897970310724,82.74718983447457,82.74718983447457
55,123,0.06456674861883385,82.75271142500152,25.264897970310724,82.75292620357375,82.75292620357375
55,138,0.05554856386790011,82.75271142500152,25.264897970310724,82.7529272985324,82.7529272985324
56,75,1.0872016423422188,82.75419849972313,25.307752256205006,82.7444632217987,82.7444632217987
56,77,0.5097298498987214,82.75419849972313,25.307752256205006,82.75872674028129,82.75872674028129
56,98,0.44464978748464173,82.75419849972313,25.307752256205006,82.75027562748932,82.75027562748932
56,174,0.23754743161238212,82.75419849972313,25.307752256205006,82.75521189618736,82.75521189618736
57,50,0.49842769259360786,82.79198473163517,25.336328519286205,82.79644693027731,82.79644693027731
57,84,0.6531643889879404,82.79198473163517,25.336328519286205,82.78613866309767,82.78613866309767
57,129,0.37337257631518805,82.79198473163517,25.336328519286205,82.78868610235891,82.78868610235891
57,153,0.6688257921983208,82.79198473163517,25.336328519286205,82.79792130119063,82.79792130119063
57,172,0.22907266711839525,82.79198473163517,25.336328519286205,82.79394105530093,82.79394105530093
58,75,0.12585341666709887,82.74449489421376,25.29860468300276,82.7444632217987,82.7444632217987
58,98,0.6477278029843938,82.74449489421376,25.29860468300276,82.75027562748932,82.75027562748932
58,148,1.139995126715004,82.74449489421376,25.29860468300276,82.73430564756593,82.73430564756593
58,155,0.11709667835305203,82.74449489421376,25.29860468300276,82.74507414019554,82.74507414019554
59,62,0.23420890052240856,82.76598294412399,25.320299255705507,82.76429935082724,82.76429935082724
59,85,1.2141685997868248,82.76598294412399,25.320299255705507,82.77683969979506,82.77683969979506
59,96,0.11412154313647284,82.76598294412399,25.320299255705507,82.76645942327534,82.76645942327534
59,174,1.2032962173964654,82.76598294412399,25.320299255705507,82.75521189618736,82.75521189618736
60,114,0.9463592387925032,82.72630510110571,25.27791364652914,82.73476559610215,82.73476559610215
60,125,1.1698957202794869,82.72630510110571,25.27791364652914,82.715855734145,82.715855734145
60,151,0.7659397893434111,82.72630510110571,25.27791364652914,82.73315970347967,82.73315970347967
60,156,0.17363957737439667,82.72630510110571,25.27791364652914,82.72768092525725,82.72768092525725
60,167,0.6587521711213202,82.72630510110571,25.27791364652914,82.72045369549551,82.72045369549551
61,25,1.0101923545578468,82.7201420364301,25.348261699535005,82.71111029354749,82.71111029354749
61,31,1.5191952287365356,82.7201420364301,25.348261699535005,82.7065497452298,82.7065497452298
61,97,0.2645248531143592,82.7201420364301,25.348261699535005,82.72235269255496,82.72235269255496
61,186,0.5457649738886216,82.7201420364301,25.348261699535005,82.7248938122635,82.7248938122635
61,187,1.5587581958559953,82.7201420364301,25.348261699535005,82.73409496712043,82.73409496712043
62,59,0.23420890052240856,82.76429935082724,25.330228031912643,82.76598294412399,82.76598294412399
62,85,1.4152834954587912,82.76429935082724,25.330228031912643,82.77683969979506,82.77683969979506
62,174,1.0205454337562863,82.76429935082724,25.330228031912643,82.75521189618736,82.75521189618736
62,177,0.3352862309853591,82.76429935082724,25.330228031912643,82.76713577444896,82.76713577444896
62,185,1.233287823324144,82.76429935082724,25.330228031912643,82.75331626930256,82.75331626930256
63,102,0.7610136111790731,82.81154261859476,25.319478730261036,82.81834382233077,82.81834382233077
63,105,0.6004422347450051,82.81154261859476,25.319478730261036,82.81691872026306,82.81691872026306
63,106,1.5706175936421325,82.81154261859476,25.319478730261036,82.79752850970223,82.79752850970223
63,116,0.47752196302105115,82.81154261859476,25.319478730261036,82.80726823416347,82.80726823416347
63,120,0.22574920698707454,82.81154261859476,25.319478730261036,82.80970636413677,82.80970636413677
63,183,0.6080512994300561,82.81154261859476,25.319478730261036,82.81695605688974,82.81695605688974
64,106,0.474536924956497,82.79338748756763,25.317624697867767,82.79752850970223,82.79752850970223
64,107,0.3833688837165845,82.79338748756763,25.317624697867767,82.7901101706366,82.7901101706366
64,152,0.7022164967069131,82.79338748756763,25.317624697867767,82.78710073694108,82.78710073694108
65,50,0.5019104286406578,82.80092961540512,25.33448352760262,82.79644693027731,82.79644693027731
65,118,0.7776529962339185,82.80092961540512,25.33448352760262,82.8078912748877,82.8078912748877
65,153,0.3417030776906249,82.80092961540512,25.33448352760262,82.79792130119063,82.79792130119063
65,158,0.14006815730679198,82.80092961540512,25.33448352760262,82.80004326633323,82.80004326633323
66,14,0.421493354927577,82.73457300600174,25.261486840184805,82.73825258543773,82.73825258543773
66,68,0.6727631825965728,82.73457300600174,25.261486840184805,82.7405111464734,82.7405111464734
66,70,0.8378526189346035,82.73457300600174,25.261486840184805,82.74207214948981,82.74207214948981
66,71,0.32500017238650003,82.73457300600174,25.261486840184805,82.73179052550054,82.73179052550054
66,206,1.2964261523823164,82.73457300600174,25.261486840184805,82.72296839276711,82.72296839276711
67,10,1.0081643124799786,82.78974334227037,25.2683593088885,82.79866541336021,82.79866541336021
67,93,1.9667537107097635,82.78974334227037,25.2683593088885,82.80735337975071,82.80735337975071
67,113,0.8163886804857239,82.78974334227037,25.2683593088885,82.7970336484866,82.7970336484866
67,126,0.6186426652702096,82.78974334227037,25.2683593088885,82.78421437786263,82.78421437786263
67,184,0.8929773040039555,82.78974334227037,25.2683593088885,82.78192282838928,82.78192282838928
67,188,0.5595583250881784,82.78974334227037,25.2683593088885,82.79474483617189,82.79474483617189
67,193,0.10962361191908153,82.78974334227037,25.2683593088885,82.78934130218772,82.78934130218772
